Date,Order_id,Product
11-01-2018,25,fruits
11-01-2018,25,pasta
11-01-2018,25,lunch meat
11-01-2018,25,dishwashing liquid/detergent
11-01-2018,25,juice
12-01-2018,26,fruits
12-01-2018,26,sandwich loaves
12-01-2018,26,coffee/tea
12-01-2018,26,aluminum foil
12-01-2018,26,shampoo
12-01-2018,26,cereals
12-01-2018,26,dinner rolls
12-01-2018,26,coffee/tea
12-01-2018,26,poultry
12-01-2018,26,butter
12-01-2018,26,juice
12-01-2018,26,paper towels
12-01-2018,26,beef
12-01-2018,26,mixes
12-01-2018,26,lunch meat
12-01-2018,26,bagels
12-01-2018,26,tortillas
12-01-2018,26,aluminum foil
12-01-2018,26,individual meals
12-01-2018,26,beef
12-01-2018,26,juice
12-01-2018,26,soda
12-01-2018,26,hand soap
12-01-2018,26,dinner rolls
12-01-2018,26,flour
12-01-2018,26,poultry
12-01-2018,26,sandwich loaves
12-01-2018,26,sugar
12-01-2018,26,yogurt
13-01-2018,27,laundry detergent
13-01-2018,27,pork
13-01-2018,27,pasta
13-01-2018,27,cheeses
13-01-2018,27,fruits
13-01-2018,27,sugar
13-01-2018,27,lunch meat
13-01-2018,27,laundry detergent
13-01-2018,27,paper towels
13-01-2018,27,butter
13-01-2018,27,sandwich loaves
13-01-2018,27,ice cream
13-01-2018,27,waffles
13-01-2018,27,all- purpose
13-01-2018,27,sandwich bags
13-01-2018,27,lunch meat
13-01-2018,27,sandwich loaves
13-01-2018,27,poultry
13-01-2018,27,shampoo
13-01-2018,27,dinner rolls
13-01-2018,27,milk
13-01-2018,27,soda
13-01-2018,27,mixes
13-01-2018,28,pork
13-01-2018,28,bagels
13-01-2018,28,poultry
13-01-2018,28,pasta
13-01-2018,28,butter
13-01-2018,28,all- purpose
13-01-2018,28,pasta
13-01-2018,28,shampoo
13-01-2018,28,sugar
13-01-2018,28,ketchup
13-01-2018,28,eggs
13-01-2018,28,soda
13-01-2018,28,tortillas
13-01-2018,28,soap
13-01-2018,28,individual meals
13-01-2018,28,ketchup
13-01-2018,28,butter
13-01-2018,28,mixes
13-01-2018,28,juice
13-01-2018,28,lunch meat
13-01-2018,28,cereals
13-01-2018,28,waffles
13-01-2018,28,shampoo
13-01-2018,28,shampoo
13-01-2018,28,toilet paper
13-01-2018,28,poultry
13-01-2018,28,lunch meat
13-01-2018,29,pasta
13-01-2018,29,butter
13-01-2018,29,sandwich loaves
13-01-2018,29,spaghetti sauce
13-01-2018,29,juice
13-01-2018,29,dinner rolls
13-01-2018,29,all- purpose
13-01-2018,29,pork
13-01-2018,29,yogurt
13-01-2018,29,spaghetti sauce
14-01-2018,30,flour
14-01-2018,30,bagels
14-01-2018,30,cheeses
14-01-2018,30,sandwich loaves
14-01-2018,30,toilet paper
15-01-2018,31,aluminum foil
15-01-2018,31,eggs
15-01-2018,31,ice cream
15-01-2018,31,pasta
15-01-2018,31,juice
15-01-2018,31,waffles
15-01-2018,31,shampoo
15-01-2018,31,dinner rolls
15-01-2018,31,soda
15-01-2018,31,laundry detergent
15-01-2018,31,hand soap
15-01-2018,31,waffles
15-01-2018,31,cereals
15-01-2018,31,toilet paper
15-01-2018,31,individual meals
15-01-2018,31,yogurt
15-01-2018,31,spaghetti sauce
15-01-2018,31,ice cream
15-01-2018,31,soda
15-01-2018,31,lunch meat
15-01-2018,31,paper towels
15-01-2018,32,soap
15-01-2018,32,paper towels
15-01-2018,32,individual meals
15-01-2018,32,dinner rolls
15-01-2018,32,lunch meat
15-01-2018,32,sugar
15-01-2018,32,soap
15-01-2018,32,eggs
15-01-2018,32,beef
15-01-2018,32,yogurt
15-01-2018,32,soda
15-01-2018,32,sandwich loaves
15-01-2018,32,aluminum foil
15-01-2018,32,dinner rolls
15-01-2018,32,soap
15-01-2018,32,cheeses
15-01-2018,32,sandwich loaves
15-01-2018,32,ice cream
15-01-2018,32,ketchup
15-01-2018,33,sandwich loaves
15-01-2018,33,pork
15-01-2018,33,sandwich bags
15-01-2018,33,ketchup
15-01-2018,33,coffee/tea
15-01-2018,33,soda
15-01-2018,33,poultry
15-01-2018,33,pasta
15-01-2018,33,all- purpose
15-01-2018,33,coffee/tea
15-01-2018,33,paper towels
15-01-2018,33,individual meals
15-01-2018,33,poultry
15-01-2018,33,flour
15-01-2018,33,aluminum foil
15-01-2018,33,soap
15-01-2018,33,yogurt
15-01-2018,33,mixes
15-01-2018,33,soda
16-01-2018,34,lunch meat
16-01-2018,34,mixes
16-01-2018,34,soap
16-01-2018,34,hand soap
16-01-2018,34,tortillas
16-01-2018,34,coffee/tea
16-01-2018,34,cheeses
16-01-2018,34,tortillas
16-01-2018,34,cheeses
16-01-2018,34,ice cream
16-01-2018,34,tortillas
16-01-2018,34,beef
16-01-2018,34,yogurt
16-01-2018,34,spaghetti sauce
16-01-2018,34,soda
16-01-2018,34,eggs
16-01-2018,35,aluminum foil
16-01-2018,35,cheeses
16-01-2018,35,cereals
16-01-2018,35,mixes
16-01-2018,35,laundry detergent
16-01-2018,35,juice
16-01-2018,35,pork
16-01-2018,35,bagels
16-01-2018,35,sandwich loaves
16-01-2018,35,yogurt
16-01-2018,35,milk
16-01-2018,35,sandwich loaves
16-01-2018,35,spaghetti sauce
16-01-2018,35,cereals
16-01-2018,35,individual meals
16-01-2018,35,eggs
17-01-2018,36,soap
17-01-2018,36,lunch meat
17-01-2018,36,flour
17-01-2018,36,juice
17-01-2018,36,yogurt
17-01-2018,36,shampoo
17-01-2018,36,spaghetti sauce
17-01-2018,36,ketchup
17-01-2018,36,laundry detergent
17-01-2018,36,dinner rolls
17-01-2018,36,ketchup
17-01-2018,36,shampoo
17-01-2018,36,sugar
17-01-2018,36,flour
17-01-2018,36,sandwich bags
17-01-2018,36,paper towels
17-01-2018,36,pork
17-01-2018,36,butter
17-01-2018,36,dinner rolls
17-01-2018,36,pork
17-01-2018,36,all- purpose
17-01-2018,36,hand soap
17-01-2018,36,sandwich bags
17-01-2018,36,all- purpose
17-01-2018,37,fruits
17-01-2018,37,lunch meat
17-01-2018,37,dinner rolls
17-01-2018,37,shampoo
17-01-2018,37,hand soap
17-01-2018,37,mixes
17-01-2018,37,pasta
17-01-2018,37,sugar
17-01-2018,38,eggs
17-01-2018,38,hand soap
17-01-2018,38,dinner rolls
17-01-2018,38,hand soap
17-01-2018,38,lunch meat
17-01-2018,38,laundry detergent
17-01-2018,38,pasta
17-01-2018,38,aluminum foil
17-01-2018,38,toilet paper
17-01-2018,38,cereals
17-01-2018,38,coffee/tea
17-01-2018,38,toilet paper
17-01-2018,38,juice
17-01-2018,38,lunch meat
17-01-2018,38,soda
17-01-2018,38,pork
17-01-2018,38,fruits
17-01-2018,38,spaghetti sauce
17-01-2018,38,laundry detergent
17-01-2018,38,butter
17-01-2018,38,tortillas
17-01-2018,38,individual meals
17-01-2018,38,aluminum foil
17-01-2018,38,toilet paper
17-01-2018,38,poultry
17-01-2018,38,toilet paper
17-01-2018,38,toilet paper
18-01-2018,39,coffee/tea
18-01-2018,39,milk
18-01-2018,39,dinner rolls
18-01-2018,39,beef
18-01-2018,39,coffee/tea
18-01-2018,39,waffles
18-01-2018,39,beef
18-01-2018,39,eggs
18-01-2018,39,sandwich bags
18-01-2018,39,tortillas
18-01-2018,39,tortillas
18-01-2018,39,all- purpose
18-01-2018,39,yogurt
18-01-2018,39,cheeses
18-01-2018,39,mixes
18-01-2018,39,ketchup
18-01-2018,39,waffles
18-01-2018,39,aluminum foil
18-01-2018,39,hand soap
18-01-2018,39,hand soap
18-01-2018,39,pork
18-01-2018,39,butter
18-01-2018,40,hand soap
18-01-2018,40,sandwich bags
18-01-2018,40,poultry
18-01-2018,40,beef
18-01-2018,40,coffee/tea
18-01-2018,40,mixes
18-01-2018,40,poultry
18-01-2018,40,sandwich loaves
18-01-2018,40,shampoo
18-01-2018,40,ice cream
18-01-2018,40,poultry
18-01-2018,40,shampoo
18-01-2018,41,milk
18-01-2018,41,hand soap
18-01-2018,41,fruits
18-01-2018,41,poultry
18-01-2018,41,coffee/tea
18-01-2018,41,sugar
18-01-2018,41,tortillas
18-01-2018,41,soda
18-01-2018,41,individual meals
18-01-2018,41,tortillas
18-01-2018,41,milk
18-01-2018,41,toilet paper
18-01-2018,41,soda
18-01-2018,41,poultry
18-01-2018,41,coffee/tea
18-01-2018,41,spaghetti sauce
18-01-2018,41,cheeses
18-01-2018,41,flour
18-01-2018,41,lunch meat
18-01-2018,42,cereals
18-01-2018,42,shampoo
18-01-2018,42,waffles
18-01-2018,42,bagels
18-01-2018,42,mixes
18-01-2018,42,shampoo
18-01-2018,42,mixes
18-01-2018,42,beef
18-01-2018,42,dinner rolls
18-01-2018,42,beef
18-01-2018,42,shampoo
18-01-2018,42,aluminum foil
18-01-2018,42,individual meals
18-01-2018,42,sugar
18-01-2018,42,spaghetti sauce
18-01-2018,42,juice
18-01-2018,42,tortillas
18-01-2018,42,shampoo
18-01-2018,42,sandwich loaves
18-01-2018,42,sandwich loaves
18-01-2018,42,cheeses
18-01-2018,42,waffles
18-01-2018,42,cheeses
18-01-2018,42,individual meals
18-01-2018,42,pasta
18-01-2018,42,paper towels
18-01-2018,42,beef
18-01-2018,42,juice
18-01-2018,42,paper towels
18-01-2018,42,ice cream
18-01-2018,42,aluminum foil
19-01-2018,43,toilet paper
19-01-2018,43,butter
19-01-2018,43,ketchup
19-01-2018,43,shampoo
19-01-2018,43,juice
19-01-2018,43,mixes
19-01-2018,43,milk
19-01-2018,43,shampoo
19-01-2018,43,tortillas
19-01-2018,43,laundry detergent
19-01-2018,43,flour
19-01-2018,43,cereals
19-01-2018,43,soap
19-01-2018,43,toilet paper
19-01-2018,43,butter
19-01-2018,43,coffee/tea
19-01-2018,43,cheeses
19-01-2018,43,soap
19-01-2018,43,soap
19-01-2018,43,butter
19-01-2018,43,sandwich loaves
19-01-2018,43,milk
19-01-2018,43,cereals
19-01-2018,43,dinner rolls
19-01-2018,43,poultry
19-01-2018,43,dishwashing liquid/detergent
19-01-2018,44,butter
19-01-2018,44,hand soap
19-01-2018,44,waffles
19-01-2018,44,laundry detergent
19-01-2018,44,shampoo
19-01-2018,44,lunch meat
19-01-2018,44,cheeses
19-01-2018,44,hand soap
19-01-2018,44,cereals
19-01-2018,44,dishwashing liquid/detergent
19-01-2018,44,soda
19-01-2018,44,spaghetti sauce
19-01-2018,44,aluminum foil
19-01-2018,44,laundry detergent
19-01-2018,44,flour
19-01-2018,44,poultry
19-01-2018,44,juice
20-01-2018,45,butter
20-01-2018,45,cereals
20-01-2018,45,toilet paper
20-01-2018,45,waffles
20-01-2018,45,soda
20-01-2018,45,pork
20-01-2018,45,yogurt
20-01-2018,45,pork
20-01-2018,45,all- purpose
20-01-2018,45,toilet paper
20-01-2018,45,spaghetti sauce
20-01-2018,45,toilet paper
20-01-2018,45,laundry detergent
20-01-2018,45,coffee/tea
20-01-2018,45,all- purpose
20-01-2018,45,coffee/tea
20-01-2018,45,eggs
20-01-2018,45,pork
20-01-2018,45,eggs
20-01-2018,45,all- purpose
20-01-2018,45,soda
20-01-2018,45,beef
20-01-2018,46,hand soap
20-01-2018,46,spaghetti sauce
20-01-2018,46,sandwich bags
20-01-2018,46,ice cream
20-01-2018,46,fruits
20-01-2018,46,soap
20-01-2018,46,cheeses
20-01-2018,46,waffles
20-01-2018,46,tortillas
20-01-2018,46,sugar
20-01-2018,46,toilet paper
20-01-2018,46,ketchup
20-01-2018,46,beef
20-01-2018,46,beef
20-01-2018,46,poultry
20-01-2018,46,milk
20-01-2018,46,dinner rolls
20-01-2018,46,dinner rolls
20-01-2018,46,eggs
20-01-2018,46,soap
20-01-2018,46,paper towels
20-01-2018,46,sandwich bags
20-01-2018,46,soda
21-01-2018,47,soda
21-01-2018,47,waffles
21-01-2018,47,beef
21-01-2018,47,fruits
21-01-2018,47,sandwich loaves
21-01-2018,47,ketchup
21-01-2018,47,cheeses
21-01-2018,47,sugar
21-01-2018,47,shampoo
21-01-2018,47,butter
21-01-2018,47,laundry detergent
21-01-2018,47,poultry
21-01-2018,47,waffles
21-01-2018,47,soap
21-01-2018,47,butter
21-01-2018,47,lunch meat
21-01-2018,47,aluminum foil
21-01-2018,47,waffles
21-01-2018,47,all- purpose
21-01-2018,47,flour
21-01-2018,47,ice cream
21-01-2018,47,dishwashing liquid/detergent
21-01-2018,47,lunch meat
21-01-2018,47,dishwashing liquid/detergent
21-01-2018,47,paper towels
21-01-2018,47,all- purpose
21-01-2018,47,sugar
21-01-2018,47,shampoo
22-01-2018,48,beef
22-01-2018,48,mixes
22-01-2018,48,individual meals
22-01-2018,48,laundry detergent
22-01-2018,48,coffee/tea
22-01-2018,48,hand soap
22-01-2018,48,pasta
22-01-2018,48,individual meals
22-01-2018,48,cereals
22-01-2018,48,spaghetti sauce
22-01-2018,48,pasta
22-01-2018,48,cereals
22-01-2018,48,fruits
22-01-2018,48,flour
22-01-2018,48,soap
22-01-2018,48,individual meals
22-01-2018,48,ketchup
23-01-2018,49,laundry detergent
23-01-2018,49,aluminum foil
23-01-2018,49,sandwich bags
23-01-2018,49,all- purpose
23-01-2018,49,shampoo
23-01-2018,49,beef
23-01-2018,49,sandwich loaves
23-01-2018,49,aluminum foil
23-01-2018,49,ice cream
23-01-2018,49,fruits
23-01-2018,49,lunch meat
23-01-2018,49,all- purpose
23-01-2018,49,bagels
23-01-2018,49,sandwich loaves
23-01-2018,49,waffles
23-01-2018,49,pork
23-01-2018,50,cereals
23-01-2018,50,beef
23-01-2018,50,flour
23-01-2018,50,sugar
23-01-2018,50,beef
23-01-2018,50,eggs
23-01-2018,50,aluminum foil
23-01-2018,50,pork
23-01-2018,50,soda
23-01-2018,50,mixes
23-01-2018,50,ketchup
24-01-2018,51,sandwich bags
24-01-2018,51,sugar
24-01-2018,51,pasta
24-01-2018,51,sandwich loaves
24-01-2018,51,mixes
24-01-2018,51,butter
24-01-2018,51,pasta
24-01-2018,51,aluminum foil
24-01-2018,51,tortillas
24-01-2018,51,paper towels
24-01-2018,51,yogurt
24-01-2018,51,coffee/tea
24-01-2018,51,sandwich bags
24-01-2018,51,soda
24-01-2018,51,poultry
24-01-2018,51,aluminum foil
24-01-2018,51,tortillas
24-01-2018,51,eggs
24-01-2018,51,flour
24-01-2018,51,dishwashing liquid/detergent
24-01-2018,51,sugar
24-01-2018,51,shampoo
24-01-2018,51,aluminum foil
25-01-2018,52,hand soap
25-01-2018,52,cereals
25-01-2018,52,mixes
25-01-2018,52,cereals
25-01-2018,52,pork
25-01-2018,52,cheeses
25-01-2018,52,poultry
25-01-2018,52,all- purpose
25-01-2018,52,ketchup
25-01-2018,52,dishwashing liquid/detergent
25-01-2018,52,hand soap
25-01-2018,52,beef
25-01-2018,52,ketchup
25-01-2018,52,mixes
25-01-2018,52,ice cream
25-01-2018,52,sandwich loaves
25-01-2018,52,butter
25-01-2018,52,dinner rolls
26-01-2018,53,flour
26-01-2018,53,flour
26-01-2018,53,butter
26-01-2018,53,lunch meat
26-01-2018,53,toilet paper
26-01-2018,53,tortillas
26-01-2018,53,laundry detergent
26-01-2018,53,milk
26-01-2018,53,poultry
26-01-2018,53,laundry detergent
26-01-2018,53,milk
26-01-2018,53,soda
26-01-2018,53,butter
26-01-2018,53,spaghetti sauce
26-01-2018,53,bagels
26-01-2018,53,sugar
26-01-2018,53,fruits
26-01-2018,53,ice cream
26-01-2018,53,laundry detergent
26-01-2018,53,aluminum foil
26-01-2018,53,dinner rolls
26-01-2018,53,milk
26-01-2018,53,laundry detergent
27-01-2018,54,pasta
27-01-2018,54,butter
27-01-2018,54,waffles
